Membership No.	Start Year
525184	2013
1109122	2013
1047636	2013
1080358	2013
145591	2013
1047810	2013
1050292	2013
1050650	2013
1048908	2013
1051505	2013
1086705	2013
289274	2013
1047553	2013
1051416	2013
1300681	2014
1051478	2013
1048245	2013
1049453	2013
1049210	2013
1265392	2014
1050823	2013
1051506	2013
147145	2013
1048475	2013
1052011	2013
1301104	2014
452231	2013
532623	2013
1088847	2013
1048302	2013
1049304	2013
1051091	2013
1059311	2013
1064731	2013
1048650	2013
1049161	2013
151288	2013
1049527	2013
1050346	2013
1050840	2013
1300400	2014
1051524	2013
1060447	2013
1049229	2013
1052258	2013
1047214	2013
1051743	2014
1047125	2013
CCHITR516	2013
1047793	2013
1050411	2013
1323766	2015
138166	2013
1050781	2013
1046307	2013
1048414	2013
1050825	2013
147271	2013
446521	2013
1047668	2013
1048911	2013
450948	2013
1050359	2013
1122976	2015
145387	2013
150966	2013
1050526	2013
1046374	2013
1051552	2013
1052272	2013
1057985	2013
1048223	2016
149300	2013
1047217	2013
1051064	2013
142301	2013
1049457	2013
1047330	2013
505198	2013
1049424	2013
1051711	2013
503669	2013
146007	2013
449381	2013
1330407	2015
457721	2013
1047311	2013
155201	2013
1050693	2013
1052247	2013
448201	2013
1050915	2013
371091	2013
1330271	2016
150285	2013
1062855	2013
1108698	2013
1051692	2013
1050327	2013
1057202	2015
1058508	2013
1308586	2014
152815	2013
1060427	2013
1109124	2013
1049438	2013
1051557	2013
1074465	2013
1242347	2014
1047196	2013
1049801	2015
1329197	2015
1051540	2013
1050191	2013
CINFO107	2013
1051434	2013
1056806	2013
1049369	2013
1050214	2013
1077899	2013
1151403	2013
1063734	2013
289707	2013
1050201	2013
140292	2013
1047582	2013
1048038	2013
1050490	2013
532973	2013
1049019	2013
1051268	2013
1256404	2014
141943	2013
148081	2013
501856	2013
1052020	2013
459024	2013
1002532	2013
1049958	2013
1057204	2013
1301724	2014
1047556	2013
1064868	2013
1212160	2013
1050623	2016
1074464	2013
1050101	2014
435423	2013
437305	2013
1048928	2013
1050255	2013
1294165	2014
1052244	2013
512091	2013
1047336	2013
123817	2013
1305005	2014
1049806	2013
307491	2013
1080884	2013
521571	2013
1047670	2014
1081445	2013
1323141	2015
1051671	2013
1063144	2013
1323393	2015
1049030	2013
1050424	2013
1324078	2016
1047349	2014
143064	2013
1083649	2013
141127	2013
1050779	2013
1114936	2013
1050555	2013
139260	2013
1047772	2013
139331	2014
418774	2013
444719	2013
511383	2013
1048627	2014
1050654	2013
1051565	2014
1051367	2013
329313	2013
1048591	2013
1056531	2013
1262394	2014
1304990	2014
1078519	2013
1300685	2014
449701	2013
1301097	2014
1047335	2013
1050761	2013
1052489	2013
1063820	2013
310574	2013
1077401	2013
1048824	2013
1049808	2013
1050250	2013
1051057	2013
151947	2013
1247900	2015
149140	2013
310563	2013
517164	2013
1050624	2013
1304980	2014
1050797	2013
1058891	2013
1049523	2013
1058953	2013
1073555	2013
453458	2013
1049412	2013
1049415	2013
1050111	2013
1051046	2013
139761	2013
264251	2013
1051482	2013
1051170	2013
1051454	2013
1051742	2013
1321820	2014
1049793	2013
1080987	2013
151798	2013
154606	2013
160733	2013
1049935	2013
1055445	2013
1060807	2013
1066852	2013
144318	2013
411913	2013
455737	2013
517255	2013
1047822	2016
1049555	2015
137957	2013
142711	2013
1050444	2013
1051104	2013
1242773	2014
319681	2013
416633	2013
502316	2013
1050673	2013
1049430	2015
1057349	2013
1061622	2013
1242361	2014
1051636	2013
1075852	2013
445584	2013
1048044	2016
1051549	2013
159166	2013
327271	2013
432276	2013
1048612	2013
1047517	2013
1051632	2013
1049444	2015
138009	2013
532929	2013
144602	2013
516172	2013
1047607	2013
1047761	2014
1077182	2013
311103	2013
1051604	2013
1063001	2015
1081723	2013
1048309	2013
1049451	2013
1050501	2013
1054930	2013
1081292	2013
1047588	2013
1125974	2013
368847	2013
1049371	2013
1062007	2013
1080197	2013
1080203	2013
1047751	2015
1367663	2015
1047619	2013
1051088	2013
1058901	2013
1086749	2013
157320	2013
507728	2013
1049442	2014
1256401	2014
1373342	2016
1050471	2013
1057377	2013
1049433	2013
136954	2013
1047643	2013
1050366	2013
1050834	2013
1050839	2013
1058172	2015
1388486	2016
1051460	2013
1050581	2013
1051527	2016
1125912	2013
1050720	2013
1322627	2015
1051672	2013
1047809	2013
1326199	2015
200125914	2013
315104	2013
1051378	2013
1125961	2013
144817	2013
1052246	2013
1050040	2013
449392	2013
1059175	2013
1323387	2015
154286	2013
447069	2013
1049396	2013
1169941	2014
1050959	2013
369067	2013
1050125	2013
1125980	2013
1294295	2014
505531	2013
1111368	2013
1109117	2013
140281	2013
IUMS	2013
1049408	2013
1087858	2013
1323155	2015
521117	2013
1046221	2013
449563	2013
450176	2013
1084727	2013
1264616	2014
1050698	2013
1051669	2013
149413	2013
1328922	2015
404339	2013
1050263	2013
1302682	2014
145731	2013
445915	2013
1049349	2013
1050652	2013
310871	2013
1061146	2013
145729	2013
1044039	2013
154051	2013
335586	2013
1050765	2014
1050365	2013
1048525	2013
1051423	2014
1331277	2015
1049434	2014
1050556	2013
1050742	2013
1051461	2013
139497	2013
452149	2013
1050639	2013
156543	2013
1079539	2013
1050796	2014
1058007	2013
520411	2013
122326	2013
152892	2013
503862	2013
1048665	2013
1059152	2013
153975	2013
1049519	2013
310042	2013
CCPATINF	2013
1051643	2013
451022	2013
456591	2013
452400	2013
1047676	2013
1064481	2013
444195	2013
1050546	2016
147972	2013
1001339	2013
1050141	2013
1080210	2013
152167	2013
1046370	2013
1046385	2014
1046367	2013
1050032	2013
1049809	2013
1049284	2013
1050785	2013
151302	2013
160981	2013
1060268	2013
1051112	2013
1056385	2013
1109220	2013
1112415	2013
1087731	2013
1304988	2014
156463	2013
503589	2013
1050220	2014
1081749	2013
1127253	2013
1050659	2014
1051167	2013
1372578	2016
1433531	2016
156623	2013
456004	2013
1050521	2013
1051869	2013
1047522	2013
1048820	2013
435875	2013
1048046	2016
1048424	2013
1050447	2013
1051551	2013
1063738	2014
1169150	2014
1173552	2013
1241642	2014
143406	2013
154741	2013
447750	2013
453287	2013
1047347	2013
1052280	2014
1327643	2016
1051576	2013
1125984	2013
125120	2013
371058	2013
385085	2013
449825	2013
1049336	2013
1051539	2013
453855	2013
1047342	2013
1052446	2013
1052471	2013
1387078	2016
140190	2013
452637	2013
517415	2013
1024132	2015
1050641	2014
1051806	2013
137323	2013
1385759	2016
1051273	2013
124150	2013
451168	2015
1046241	2013
1049022	2013
1051658	2014
1076719	2013
1304979	2014
1336787	2015
1047354	2013
1047559	2013
1050273	2013
1080214	2013
302714	2013
449676	2013
1047612	2013
1050433	2013
1057793	2013
1077222	2013
1051656	2013
1080196	2013
452397	2013
1049827	2013
1050651	2013
1051321	2014
1125973	2013
148341	2013
453888	2013
1051491	2013
1077374	2013
1080207	2013
152338	2013
309939	2013
1047510	2013
1048037	2015
1051882	2014
1124534	2013
319885	2013
442280	2013
444763	2013
1050317	2013
1050661	2013
1050971	2013
1051694	2013
1059661	2016
1113705	2013
1293159	2015
1301730	2014
151710	2015
450529	2013
1049423	2015
1050759	2013
1070079	2016
147892	2013
450030	2013
504071	2013
1062234	2013
1080218	2013
1090058	2013
1113043	2013
1302683	2014
1329147	2015
1047730	2013
1048610	2013
1049299	2013
1051413	2013
1080200	2013
1323538	2015
326508	2013
CC4MSNACAD	2013
1049557	2016
1300398	2014
1050597	2015
1086354	2013
1271299	2014
130211	2013
1373922	2016
1048681	2013
1049421	2013
1049551	2015
1080199	2013
153192	2013
158301	2013
435649	2013
451634	2013
1058956	2013
1080217	2013
1086018	2013
1135997	2013
1304983	2014
1328280	2015
140317	2014
200126087	2013
385868	2013
416859	2014
1048246	2016
1048847	2013
1050215	2013
1052080	2013
1063731	2013
126021	2015
416382	2013
1048562	2013
1050190	2013
1050935	2013
139921	2013
364675	2013
365929	2016
1049024	2013
1050730	2013
1057197	2013
1263854	2014
143224	2013
1047333	2015
1047678	2013
1049315	2013
1050660	2013
1050800	2013
1134751	2013
140962	2013
369635	2014
450143	2013
CCHITR303	2013
1049552	2014
1050065	2013
1050316	2014
1050455	2014
1050713	2014
1051467	2013
1068631	2013
1109075	2013
150886	2013
156771	2013
417636	2013
TATHENS2	2013
1003201	2015
1047329	2013
1049443	2014
1050060	2013
1050075	2013
1051489	2013
134291	2013
156000	2013
419074	2013
443997	2013
1049548	2014
1050026	2013
1050381	2014
1051571	2014
1079537	2013
1114803	2013
143279	2013
304866	2013
1050427	2013
1050518	2014
1050612	2014
1084689	2014
1088951	2013
137811	2014
142334	2013
145820	2013
150751	2013
200123456	2013
517492	2013
522164	2013
1048045	2016
1049231	2013
1049410	2013
1049798	2013
1050409	2013
1050563	2013
1050725	2014
1051530	2013
1051681	2013
1087891	2013
1265627	2016
1282571	2014
142072	2013
161077	2016
322289	2014
366193	2013
451838	2013
528071	2013
TATHENS	2013
1047315	2013
1047714	2015
1047812	2013
1048674	2014
1049300	2013
1050036	2015
1050356	2013
1050525	2014
1050615	2013
1050962	2013
1051081	2015
1051508	2013
1051866	2013
1076059	2013
1077512	2013
1080213	2013
146539	2013
148079	2013
289321	2013
318780	2015
508469	2013
526427	2013
1047310	2015
1047721	2016
1049318	2014
1049947	2013
1050058	2016
1050115	2014
1050161	2013
1050925	2013
1051870	2014
1063015	2013
1063469	2015
1063818	2013
1080195	2016
1084732	2013
1301002	2014
1388907	2016
141331	2013
160110	2014
160813	2013
237882	2014
335021	2013
356112	2014
369453	2015
452670	2015
505653	2013
T13434115	2013
1046293	2013
1050406	2013
1050684	2014
1050822	2016
1051884	2013
1060269	2016
1063952	2013
1160941	2014
121640	2015
124944	2015
1326711	2015
136069	2014
138064	2013
139635	2014
1433133	2016
146335	2013
148523	2013
148669	2015
148953	2013
151426	2013
152280	2013
156146	2014
160165	2013
160744	2014
200125153	2013
291391	2014
385096	2013
419096	2013
449508	2013
453061	2013
459818	2014
461221	2016
TALLIS	2015
